Wifi network modernization;10;99;2021-01-08;2021-01-17
Rebranding;10;99;2021-02-10;2021-02-25
Booklet design;10;99;2021-03-04;2021-03-10
Call center launching;10;99;2021-04-07;2021-04-12
Booklet design;10;99;2021-05-03;2021-05-15
CRM development;10;99;2021-06-01;2021-06-19
Website design;10;99;2021-07-08;2021-07-19
Rebranding;10;99;2021-08-06;2021-08-24
Call center launching;10;99;2021-09-07;2021-09-22
Wifi network modernization;10;99;2021-10-07;2021-10-13
CRM development;10;99;2021-11-10;2021-11-18
CRM development;10;99;2021-12-05;2021-12-16
Rebranding;10;100;2021-01-10;2021-01-28
Website design;10;100;2021-02-08;2021-02-14
Customer survey;10;100;2021-03-09;2021-03-23
Booklet design;10;100;2021-04-06;2021-04-22
Staff training;10;100;2021-05-08;2021-05-28
Website design;10;100;2021-06-07;2021-06-19
CRM development;10;100;2021-07-06;2021-07-22
Mobile app development;10;100;2021-08-10;2021-08-30
CRM development;10;100;2021-09-03;2021-09-22
Website design;10;100;2021-10-01;2021-10-06
Website development;10;100;2021-11-01;2021-11-18
Wifi network modernization;10;100;2021-12-03;2021-12-20
